city,zip_code,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_score,cltv,churn_reason,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
sacramento,95829,38.486502,-121.334051,51,yes,fiber optic,yes,no,no,no,no,no,month-to-month,electronic check,77.5,3807.35,96,5748,competitor offered more data,11396,0,1,1,0,1,1,1
sacramento,95837,38.691607,-121.602284,72,no phone service,dsl,no,yes,yes,no,yes,yes,two year,electronic check,54.2,3937.45,66,4481,competitor offered more data,264,0,0,1,0,0,1,1
antelope,95843,38.715498,-121.363411,6,no,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,69.25,418.4,77,5816,competitor made better offer,36432,0,0,0,0,1,1,1
bangor,95914,39.396585,-121.38029,1,no,dsl,no,no,yes,no,no,no,month-to-month,electronic check,50.5,50.5,83,2077,competitor made better offer,626,1,0,0,0,1,1,1
brownsville,95919,39.440687,-121.263583,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,74.4,74.4,89,3429,price too high,1237,1,1,0,0,1,1,1
chico,95928,39.681488,-121.83721,31,yes,dsl,no,yes,no,yes,yes,yes,one year,mailed check,79.45,2587.7,67,2872,product dissatisfaction,32848,1,0,0,0,1,1,1
dobbins,95935,39.381174,-121.21191,58,yes,fiber optic,no,no,yes,yes,yes,yes,one year,electronic check,104.65,6219.6,66,5411,service dissatisfaction,614,1,0,0,0,1,1,1
forbestown,95941,39.531028,-121.24807,47,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,100.05,4871.05,91,5166,lack of self-service on website,452,1,1,1,0,1,1,1
gridley,95948,39.346898,-121.759537,44,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,electronic check,100.55,4398.15,81,3486,network reliability,9763,1,0,0,0,1,0,1
grimes,95950,39.033058,-121.895718,2,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,95.65,167.3,82,5332,limited range of services,531,1,0,0,0,1,0,1
orland,95963,39.748037,-122.302169,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,94.4,94.4,77,5764,lack of affordable download/upload speed,13706,0,0,0,0,1,0,1
quincy,95971,39.971228,-121.041166,1,no,dsl,no,no,no,no,yes,no,month-to-month,credit card (automatic),55.0,55,98,3809,long distance charges,6189,0,0,0,0,1,1,1
rough and ready,95975,39.225634,-121.156163,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,101.45,101.45,77,4390,extra data charges,1601,1,0,0,0,1,1,1
strawberry valley,95981,39.58458,-121.093256,5,yes,dsl,no,no,yes,yes,yes,no,month-to-month,bank transfer (automatic),67.95,350.3,69,3889,price too high,101,0,0,1,0,1,0,1
taylorsville,95983,40.053684,-120.743116,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.5,69.5,91,3365,product dissatisfaction,513,0,0,0,0,1,1,1
twain,95984,40.022184,-121.062384,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,18.85,18.85,90,4132,service dissatisfaction,73,1,0,0,0,1,1,1
williams,95987,39.117537,-122.284654,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.2,69.2,82,4073,lack of self-service on website,4579,0,0,0,0,1,1,1
redding,96001,40.587919,-122.464732,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.65,69.65,67,5258,network reliability,31586,1,0,0,0,1,1,1
redding,96002,40.527834,-122.318749,40,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,electronic check,101.85,4086.3,84,2837,don't know,30338,1,1,1,0,1,0,1
adin,96006,41.171578,-120.913161,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,electronic check,82.3,82.3,71,4278,competitor had better devices,615,0,0,0,0,1,1,1
burney,96013,40.946785,-121.719489,3,no,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,79.25,267.6,89,4183,competitor offered higher download speeds,4552,1,0,0,0,1,0,1
canby,96015,41.486953,-120.913975,13,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,84.6,1115.2,77,2659,competitor offered more data,417,0,0,0,0,1,1,1
cassel,96016,40.936285,-121.572692,58,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,bank transfer (automatic),93.4,5435.6,73,5989,don't know,344,0,0,1,0,1,1,1
castella,96017,41.121108,-122.336613,42,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.2,4186.3,95,5458,competitor had better devices,228,0,0,1,0,1,1,1
shasta lake,96019,40.692523,-122.369876,1,no phone service,dsl,no,no,no,no,no,no,month-to-month,electronic check,25.05,25.05,95,2119,competitor had better devices,6277,1,1,1,0,0,0,1
dunsmuir,96025,41.212695,-122.392067,29,no phone service,dsl,no,no,no,no,no,no,month-to-month,credit card (automatic),25.1,712.85,81,2796,competitor offered higher download speeds,2602,0,0,0,0,0,1,1
etna,96027,41.405193,-123.008567,1,no,dsl,no,no,yes,no,no,no,month-to-month,electronic check,48.95,48.95,65,3913,competitor offered higher download speeds,2156,1,0,0,1,1,0,1
flournoy,96029,39.84784,-122.544556,1,no,dsl,no,no,no,no,no,no,month-to-month,electronic check,45.3,45.3,78,5774,competitor offered higher download speeds,84,1,0,0,0,1,0,1
fort jones,96032,41.5837,-122.935922,2,no,fiber optic,no,no,yes,no,no,yes,month-to-month,electronic check,85.85,167.3,67,3273,competitor offered more data,2345,1,0,0,0,1,1,1
greenview,96037,41.528541,-122.955018,10,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,95.2,930.4,69,4922,competitor offered more data,295,1,0,0,0,1,0,1
happy camp,96039,41.831901,-123.487478,49,yes,fiber optic,no,no,no,yes,yes,yes,one year,bank transfer (automatic),100.6,5069.65,82,5585,competitor offered more data,1294,1,0,0,0,1,1,1
hat creek,96040,40.789799,-121.474529,6,no,dsl,no,yes,yes,no,no,no,month-to-month,mailed check,55.3,324.25,99,3878,competitor made better offer,397,1,0,1,1,1,1,1
hornbrook,96044,41.962127,-122.527696,2,yes,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,74.85,156.4,84,5378,competitor made better offer,1026,1,1,0,0,1,1,1
lewiston,96052,40.704293,-122.803899,35,no,fiber optic,no,yes,yes,no,yes,yes,one year,bank transfer (automatic),102.35,3626.1,80,2473,price too high,1845,1,0,0,0,1,1,1
los molinos,96055,40.059385,-122.091481,70,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,credit card (automatic),115.65,7968.85,99,5563,product dissatisfaction,3756,1,0,1,0,1,0,1
mcarthur,96056,41.10831,-121.360362,2,no,fiber optic,no,no,yes,yes,no,no,month-to-month,electronic check,79.85,152.45,91,3280,service dissatisfaction,1554,1,0,0,0,1,1,1
mill creek,96061,40.331975,-121.460674,15,yes,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,76.0,1130.85,74,4938,lack of self-service on website,78,1,0,0,0,1,1,1
mineral,96063,40.408796,-121.579609,42,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,bank transfer (automatic),104.75,4323.45,79,2984,network reliability,124,0,1,0,0,1,1,1
montague,96064,41.759864,-122.379175,9,no,dsl,yes,yes,no,no,yes,yes,month-to-month,electronic check,74.65,703.55,90,5900,limited range of services,4592,0,0,0,0,1,1,1
oak run,96069,40.689243,-122.037023,1,no,dsl,no,no,no,no,no,yes,month-to-month,electronic check,56.25,56.25,71,3065,lack of affordable download/upload speed,829,0,0,0,0,1,1,1
old station,96071,40.656287,-121.428965,21,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,electronic check,106.1,2249.95,69,3584,long distance charges,182,1,0,1,0,1,1,1
paskenta,96074,39.884395,-122.587513,2,no,fiber optic,no,no,no,no,no,yes,month-to-month,bank transfer (automatic),79.75,159.4,77,4038,extra data charges,263,0,1,0,0,1,1,1
platina,96076,40.367964,-122.937379,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,68.65,68.65,99,3052,price too high,215,0,0,0,0,1,0,1
seiad valley,96086,41.924174,-123.260788,16,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.25,327.45,83,4327,product dissatisfaction,332,1,0,0,0,1,0,1
trinity center,96091,41.081847,-122.700545,14,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,100.2,1369.8,97,3369,service dissatisfaction,734,0,1,1,0,1,1,1
vina,96092,39.955164,-122.018567,15,yes,fiber optic,no,no,no,no,no,no,month-to-month,bank transfer (automatic),74.9,1107.25,97,2510,lack of self-service on website,439,1,0,1,0,1,1,1
sierra city,96125,39.600599,-120.636358,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.85,70.85,72,2874,network reliability,348,0,0,0,0,1,1,1
sierraville,96126,39.559709,-120.345639,2,no,fiber optic,no,no,no,no,no,no,month-to-month,credit card (automatic),69.8,134.7,74,2320,don't know,227,1,0,0,0,1,1,1
susanville,96130,40.559177,-120.612113,55,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,bank transfer (automatic),54.55,2978.3,69,6041,attitude of service provider,19440,1,0,1,0,0,1,1
wendel,96136,40.345949,-120.081187,7,no,dsl,no,no,no,yes,yes,yes,month-to-month,credit card (automatic),70.75,450.8,84,2248,attitude of support person,162,0,0,0,0,1,1,1
carnelian bay,96140,39.227434,-120.091806,13,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,electronic check,94.1,1215.6,75,2973,don't know,1943,0,0,1,0,1,0,1
homewood,96141,39.117018,-120.212535,3,no phone service,dsl,yes,no,no,no,no,no,month-to-month,credit card (automatic),29.7,91.7,84,2613,attitude of support person,858,0,0,1,1,0,0,1
tahoe vista,96148,39.24124,-120.054765,66,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,credit card (automatic),110.9,7432.05,93,4389,attitude of service provider,678,1,1,0,0,1,0,1
south lake tahoe,96150,38.911577,-120.106169,38,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,electronic check,105.0,4026.4,92,2341,attitude of service provider,33038,0,0,1,0,1,1,1
truckee,96161,39.342498,-120.247127,1,no phone service,dsl,no,no,no,no,no,no,month-to-month,electronic check,25.3,25.3,99,5421,attitude of service provider,15783,1,0,0,1,0,1,1
los angeles,90001,33.973616,-118.24902,22,no,dsl,no,yes,no,yes,no,no,one year,credit card (automatic),55.15,1193.05,84,5866,attitude of support person,54492,1,0,0,0,1,1,1
los angeles,90002,33.949255,-118.246978,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.1,20.1,70,4389,competitor made better offer,44586,1,0,0,0,1,1,1
los angeles,90005,34.059281,-118.30742,1,no,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,69.9,69.9,84,2100,moved,43019,1,0,1,0,1,1,1
los angeles,90010,34.062125,-118.315709,43,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,101.4,4528,79,3370,moved,1957,1,0,0,0,1,1,1
los angeles,90014,34.043144,-118.251977,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,80.8,80.8,82,4424,moved,3524,1,0,0,0,1,1,1
los angeles,90016,34.028331,-118.354338,2,yes,dsl,no,no,no,no,no,yes,month-to-month,bank transfer (automatic),62.05,118.3,96,5344,competitor had better devices,46984,1,0,0,0,1,0,1
los angeles,90017,34.052842,-118.264495,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,76.45,76.45,95,3763,competitor offered higher download speeds,20692,1,1,0,0,1,1,1
los angeles,90019,34.049841,-118.33846,12,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,electronic check,91.3,1094.5,94,4703,competitor offered more data,67520,0,1,0,0,1,1,1
los angeles,90020,34.066367,-118.309868,6,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,95.75,573.75,89,5750,competitor made better offer,42394,1,1,1,0,1,1,1
los angeles,90026,34.078991,-118.263804,34,yes,dsl,yes,yes,no,yes,no,no,month-to-month,electronic check,62.65,2274.9,91,3918,competitor had better devices,73686,0,0,1,0,1,0,1
los angeles,90027,34.127194,-118.295647,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,74.5,74.5,69,2016,competitor had better devices,48727,0,0,0,0,1,1,1
los angeles,90028,34.099869,-118.326843,10,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,credit card (automatic),102.1,1068.85,78,3596,competitor offered higher download speeds,30568,0,0,1,0,1,1,1
los angeles,90036,34.070291,-118.349191,16,no,dsl,yes,no,no,no,no,no,month-to-month,electronic check,50.15,762.25,69,4254,competitor offered higher download speeds,32901,0,0,0,0,1,1,1
los angeles,90049,34.091829,-118.491244,7,yes,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,86.5,582.5,74,3887,competitor offered higher download speeds,33523,0,0,1,0,1,1,1
los angeles,90059,33.927254,-118.249826,27,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,81.45,2122.05,83,2571,competitor offered more data,38128,1,1,0,0,1,1,1
los angeles,90062,34.003553,-118.308933,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.15,69.15,87,4179,competitor offered more data,29299,1,0,1,0,1,1,1
west hollywood,90069,34.093781,-118.381061,9,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,79.55,723.4,81,3246,competitor offered more data,20408,0,0,0,0,1,1,1
downey,90241,33.940884,-118.128628,48,no,fiber optic,no,yes,yes,yes,yes,no,two year,mailed check,95.5,4627.85,97,2459,competitor made better offer,40152,0,0,0,0,1,1,1
downey,90242,33.921793,-118.140588,3,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,electronic check,91.05,289.1,99,2194,competitor made better offer,42459,1,1,0,0,1,0,1
hermosa beach,90254,33.86532,-118.396336,2,yes,fiber optic,no,no,yes,no,no,no,month-to-month,electronic check,79.2,172.85,67,4225,price too high,18693,0,1,1,0,1,0,1
marina del rey,90292,33.977468,-118.445475,2,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,electronic check,45.25,85.5,74,4566,product dissatisfaction,18058,0,0,0,0,0,1,1
inglewood,90304,33.936827,-118.359824,14,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,74.3,1096.25,71,5342,service dissatisfaction,28680,0,1,0,0,1,1,1
torrance,90502,33.833181,-118.292062,3,yes,fiber optic,no,no,no,no,no,no,month-to-month,credit card (automatic),74.1,228,69,5657,lack of self-service on website,17058,0,0,1,0,1,1,1
torrance,90503,33.840399,-118.353714,57,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,100.6,5746.15,74,5247,network reliability,41979,1,1,1,0,1,0,1
torrance,90504,33.867257,-118.330794,3,yes,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,75.0,209.1,88,3190,limited range of services,31678,1,0,0,0,1,0,1
whittier,90605,33.960891,-118.032222,64,no,dsl,yes,yes,no,yes,yes,no,two year,credit card (automatic),70.2,4481,89,6080,lack of affordable download/upload speed,38181,0,1,0,0,1,1,1
buena park,90620,33.845706,-118.012204,2,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.75,154.85,96,4407,long distance charges,44442,0,1,0,0,1,0,1
pico rivera,90660,33.989524,-118.089299,12,no,dsl,no,no,no,yes,no,no,month-to-month,bank transfer (automatic),50.25,593.75,67,3624,extra data charges,63288,1,0,0,0,1,0,1
bellflower,90706,33.887676,-118.127289,40,no,fiber optic,yes,yes,no,no,no,no,month-to-month,credit card (automatic),79.2,3233.85,94,3207,price too high,72893,0,1,0,0,1,1,1
harbor city,90710,33.798266,-118.300237,12,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,96.0,1062.1,89,5239,product dissatisfaction,24660,0,0,0,0,1,1,1
hawaiian gardens,90716,33.830431,-118.074071,54,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,electronic check,100.1,5440.9,75,5763,service dissatisfaction,14852,0,0,0,0,1,1,1
lomita,90717,33.794209,-118.317354,4,no,dsl,no,yes,no,yes,no,no,month-to-month,mailed check,56.5,235.1,99,5758,lack of self-service on website,21065,0,0,1,1,1,0,1
paramount,90723,33.897122,-118.164432,1,no,fiber optic,no,no,yes,no,no,yes,month-to-month,electronic check,85.0,85,93,2650,network reliability,55306,0,1,0,0,1,1,1
long beach,90802,33.752524,-118.210737,51,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,electronic check,59.3,3014.65,95,5633,don't know,38427,1,0,1,0,0,0,1
long beach,90805,33.864622,-118.179626,4,no,dsl,yes,no,no,no,no,no,month-to-month,electronic check,49.4,184.4,84,4455,don't know,91664,1,0,0,1,1,1,1
long beach,90807,33.830099,-118.182239,35,no,dsl,no,no,no,no,yes,no,month-to-month,mailed check,55.0,2010.55,100,2220,don't know,31556,1,0,0,0,1,0,1
long beach,90810,33.819814,-118.222416,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.2,69.2,81,2637,poor expertise of online support,35656,0,0,0,0,1,1,1
duarte,91010,34.145695,-117.95982,38,no,dsl,no,no,yes,yes,no,yes,one year,mailed check,62.3,2354.8,83,3818,poor expertise of phone support,27414,1,0,0,0,1,1,1
la canada flintridge,91011,34.234912,-118.153729,37,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,92.5,3473.4,95,4127,competitor had better devices,20200,1,1,1,0,1,1,1
pasadena,91103,34.167465,-118.165327,3,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.65,220.1,84,2421,competitor offered higher download speeds,27891,1,0,0,0,1,0,1
pasadena,91107,34.159007,-118.087353,61,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,credit card (automatic),111.6,6876.05,87,4495,competitor offered more data,32369,1,0,0,0,1,1,1
san marino,91108,34.122671,-118.112911,11,no,dsl,yes,no,no,no,no,no,month-to-month,credit card (automatic),48.55,501,92,4444,competitor made better offer,13158,0,0,0,0,1,0,1
glendale,91203,34.153338,-118.262974,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,20.2,69,4197,competitor had better devices,14493,0,0,0,0,1,1,1
glendale,91205,34.13658,-118.245839,19,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,electronic check,39.65,733.35,78,2933,competitor had better devices,41390,1,0,0,0,0,1,1
glendale,91206,34.162515,-118.203869,56,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,electronic check,24.9,1334,92,5327,competitor offered higher download speeds,31297,1,0,0,0,1,0,1
agoura hills,91301,34.129058,-118.759788,2,yes,dsl,yes,no,no,no,no,no,month-to-month,mailed check,56.7,113.55,77,5560,competitor offered higher download speeds,25303,1,0,1,1,1,0,1
winnetka,91306,34.209532,-118.577563,14,no,fiber optic,yes,yes,no,yes,yes,yes,one year,mailed check,105.95,1348.9,84,5887,competitor offered higher download speeds,43857,0,0,1,0,1,0,1
pacoima,91331,34.255442,-118.421314,4,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,74.95,308.7,69,3716,competitor offered more data,97318,1,1,1,0,1,0,1
reseda,91335,34.200175,-118.540958,15,no phone service,dsl,no,no,no,yes,no,no,month-to-month,electronic check,29.7,438.25,82,5518,competitor offered more data,68018,1,0,0,0,0,1,1
