customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,id,population,cluster_improved
0378-tovms,1,united states,california,vernalis,95385,"37.609095, -121.263381",37.609095,-121.263381,female,no,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,85.8,272.2,yes,1,89,5641,extra data charges,1244,274,0
4355-hbjhh,1,united states,california,waterford,95386,"37.669516, -120.626964",37.669516,-120.626964,male,no,yes,no,67,yes,yes,dsl,yes,no,yes,no,yes,yes,two year,yes,electronic check,79.7,5293.4,yes,1,77,6289,price too high,1245,8308,0
9058-cbreo,1,united states,california,winton,95388,"37.421299, -120.599587",37.421299,-120.599587,female,yes,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,50.55,50.55,yes,1,95,3357,product dissatisfaction,1247,11463,1
0318-quuob,1,united states,california,santa rosa,95403,"38.488431, -122.752839",38.488431,-122.752839,male,no,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.55,80.55,yes,1,91,4273,service dissatisfaction,1250,40270,1
5520-fvewj,1,united states,california,santa rosa,95405,"38.439696, -122.668817",38.439696,-122.668817,female,no,yes,no,12,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.5,916.9,yes,1,84,4154,lack of self-service on website,1252,22250,0
5572-zdxhy,1,united states,california,santa rosa,95409,"38.468893, -122.580539",38.468893,-122.580539,female,no,no,no,22,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,mailed check,84.3,1855.65,yes,1,85,5313,network reliability,1254,25718,0
3750-ckvkh,1,united states,california,clearlake oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,male,no,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,67.75,116.65,yes,1,71,2299,don't know,1263,3684,0
8063-gbatb,1,united states,california,cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,female,yes,no,no,27,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.25,2287.25,yes,1,80,5172,competitor had better devices,1266,1591,0
4547-kqrtm,1,united states,california,eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,female,no,no,no,10,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.05,830.7,yes,1,76,3740,competitor offered higher download speeds,1271,363,0
4877-evatk,1,united states,california,elk,95432,"39.108252, -123.645121",39.108252,-123.645121,male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,20.0,yes,1,83,3657,competitor offered more data,1272,383,1
7639-supcw,1,united states,california,glen ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,female,no,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),48.8,1054.6,yes,1,100,2270,competitor made better offer,1277,4101,0
1069-xaiem,1,united states,california,mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697,female,yes,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.05,85.05,yes,1,96,2975,competitor had better devices,1293,2229,1
4658-hcohw,1,united states,california,redwood valley,95470,"39.298065, -123.25211",39.298065,-123.25211,female,no,yes,no,21,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,102.8,2110.15,yes,1,100,3123,competitor had better devices,1302,5995,0
3440-jpscl,1,united states,california,sonoma,95476,"38.25485, -122.461799",38.25485,-122.461799,female,no,no,no,6,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,mailed check,99.95,547.65,yes,1,87,3722,competitor offered higher download speeds,1305,34314,0
2889-fpwrm,1,united states,california,mckinleyville,95519,"40.965011, -124.015255",40.965011,-124.015255,male,no,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),117.8,8684.8,yes,1,100,4432,competitor offered higher download speeds,1321,15921,0
6987-xqsjt,1,united states,california,blue lake,95525,"40.94338, -123.831799",40.94338,-123.831799,female,yes,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.5,4370.25,yes,1,78,5684,competitor offered higher download speeds,1324,1584,0
4290-bsxux,1,united states,california,fields landing,95537,"40.726949, -124.217378",40.726949,-124.217378,male,no,yes,no,3,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),79.65,251.75,yes,1,87,5036,competitor offered more data,1330,228,0
0325-xbfac,1,united states,california,hoopa,95546,"41.163637, -123.704841",41.163637,-123.704841,male,no,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.7,740.3,yes,1,94,5811,competitor offered more data,1335,3041,0
2462-xiijb,1,united states,california,miranda,95553,"40.210895, -123.86",40.210895,-123.86,male,no,no,no,5,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,92.5,452.7,yes,1,73,2810,competitor offered more data,1342,867,0
4760-xohvn,1,united states,california,myers flat,95554,"40.267158, -123.805913",40.267158,-123.805913,female,no,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.45,19.45,yes,1,84,2865,competitor made better offer,1343,644,1
7817-boqpw,1,united states,california,rio dell,95562,"40.485849, -124.163234",40.485849,-124.163234,female,no,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.55,166.3,yes,1,77,4320,competitor made better offer,1349,3284,0
1853-udxbw,1,united states,california,samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,male,no,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.0,70.0,yes,1,85,2485,price too high,1351,395,1
5458-cqjta,1,united states,california,smith river,95567,"41.950683, -124.097094",41.950683,-124.097094,male,no,yes,no,65,yes,no,dsl,yes,no,no,yes,yes,yes,two year,yes,bank transfer (automatic),74.8,4820.15,yes,1,89,5207,product dissatisfaction,1353,2020,0
5219-yiptk,1,united states,california,trinidad,95570,"41.162295, -124.027381",41.162295,-124.027381,female,no,yes,no,33,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.4,3409.6,yes,1,71,3185,service dissatisfaction,1356,2369,0
3540-rzjyu,1,united states,california,zenia,95595,"40.170357, -123.417298",40.170357,-123.417298,female,no,no,no,15,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,86.2,1270.2,yes,1,90,5829,lack of self-service on website,1362,259,0
2091-mjtfx,1,united states,california,auburn,95602,"38.99003, -121.114408",38.99003,-121.114408,female,no,yes,yes,30,no,no phone service,dsl,no,no,no,yes,yes,yes,month-to-month,no,credit card (automatic),51.2,1561.5,yes,1,79,4568,network reliability,1364,18197,0
0883-eibti,1,united states,california,clarksburg,95612,"38.384648, -121.578701",38.384648,-121.578701,female,no,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.5,31.55,yes,1,82,2484,limited range of services,1371,1417,1
0722-troqr,1,united states,california,davis,95616,"38.508735, -121.678813",38.508735,-121.678813,female,yes,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,321.75,yes,1,78,2122,lack of affordable download/upload speed,1375,67411,0
7571-yxdad,1,united states,california,davis,95618,"38.544002, -121.685559",38.544002,-121.685559,female,no,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),74.9,147.15,yes,1,93,2078,long distance charges,1376,648,0
3393-fmzpv,1,united states,california,elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,female,no,no,no,25,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.25,2387.75,yes,1,74,2195,extra data charges,1383,6197,0
6402-zfppi,1,united states,california,fair oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,female,yes,no,no,25,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,mailed check,102.8,2660.2,yes,1,94,4969,price too high,1385,40750,0
7486-ksrvi,1,united states,california,folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,male,no,no,no,43,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.0,4211.55,yes,1,93,4760,product dissatisfaction,1387,51855,0
8443-wvpss,1,united states,california,galt,95632,"38.274451, -121.259201",38.274451,-121.259201,male,no,yes,no,10,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,99.85,990.9,yes,1,69,4243,service dissatisfaction,1389,24194,0
3006-ximln,1,united states,california,garden valley,95633,"38.852544, -120.837669",38.852544,-120.837669,female,no,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),94.2,193.8,yes,1,79,5299,lack of self-service on website,1390,2536,0
9965-yokzb,1,united states,california,grizzly flats,95636,"38.636102, -120.522149",38.636102,-120.522149,male,yes,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,83.85,790.15,yes,1,71,3723,network reliability,1393,659,0
0504-hhapi,1,united states,california,guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,female,yes,no,no,27,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),88.3,2467.75,yes,1,96,2420,don't know,1394,228,0
6305-ylbmm,1,united states,california,hood,95639,"38.375325, -121.507935",38.375325,-121.507935,male,no,no,no,69,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),104.05,7262.0,yes,1,100,4254,attitude of service provider,1396,213,0
3647-gmgdh,1,united states,california,jackson,95642,"38.336216, -120.76901",38.336216,-120.76901,male,no,yes,no,22,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),94.7,1914.9,yes,1,72,5615,attitude of support person,1399,6202,0
3791-lgqcy,1,united states,california,loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,female,yes,yes,no,56,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.65,5688.05,yes,1,85,4803,attitude of support person,1403,11191,0
8166-zztfs,1,united states,california,roseville,95661,"38.736685, -121.251984",38.736685,-121.251984,female,yes,yes,no,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),80.55,5265.1,yes,1,94,4400,attitude of support person,1410,25173,0
2956-ggucq,1,united states,california,pioneer,95666,"38.546999, -120.271114",38.546999,-120.271114,male,yes,yes,no,24,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,78.85,1772.25,yes,1,65,3079,attitude of service provider,1415,5501,0
6595-cokxz,1,united states,california,plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.45,44.45,yes,1,65,4879,attitude of service provider,1418,2220,1
0362-zbzwj,1,united states,california,thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,male,no,no,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.9,3067.2,yes,1,69,2455,attitude of service provider,1432,1472,0
4211-mmazn,1,united states,california,vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,20.25,yes,1,89,2959,attitude of support person,1434,32564,1
4274-owwyo,1,united states,california,walnut grove,95690,"38.240419, -121.587535",38.240419,-121.587535,male,no,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.35,74.35,yes,1,66,5633,deceased,1436,2344,1
1541-etjzo,1,united states,california,wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837,male,no,no,no,1,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,62.05,62.05,yes,1,86,2937,moved,1438,3600,1
4106-hadhq,1,united states,california,emigrant gap,95715,"39.23754, -120.720196",39.23754,-120.720196,male,no,yes,no,39,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,credit card (automatic),80.0,3182.95,yes,1,76,2704,moved,1447,185,0
2369-uapkz,1,united states,california,meadow vista,95722,"39.003358, -121.022539",39.003358,-121.022539,male,no,no,no,5,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed check,104.1,541.9,yes,1,76,3131,moved,1451,3747,0
2778-oclgr,1,united states,california,soda springs,95728,"39.279068, -120.414275",39.279068,-120.414275,male,yes,yes,no,24,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),39.1,971.3,yes,1,89,4591,competitor had better devices,1453,88,0
0637-kvdlv,1,united states,california,elk grove,95758,"38.35363, -121.44195",38.35363,-121.44195,male,no,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.5,162.45,yes,1,80,5944,don't know,1459,47065,0
6633-mpwbs,1,united states,california,woodland,95776,"38.694081, -121.694431",38.694081,-121.694431,male,no,no,no,5,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,49.2,216.9,yes,1,73,4336,competitor offered more data,1462,15022,0
8785-epncg,1,united states,california,sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,male,no,no,no,11,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),23.15,245.2,yes,1,65,5671,competitor made better offer,1464,25355,0
5729-klzar,1,united states,california,sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314,female,no,yes,no,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.85,302.75,yes,1,73,2961,competitor had better devices,1466,14966,0
1582-rafml,1,united states,california,sacramento,95821,"38.625096, -121.383658",38.625096,-121.383658,male,no,no,no,1,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,no,mailed check,60.1,60.1,yes,1,88,5654,competitor had better devices,1470,35426,1
8740-cryfy,1,united states,california,sacramento,95823,"38.475465, -121.443625",38.475465,-121.443625,male,no,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.95,78.95,yes,1,75,2038,competitor offered higher download speeds,1472,72199,1
2962-xpmcq,1,united states,california,sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805,male,no,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.15,98.5,yes,1,81,2699,competitor offered higher download speeds,1477,54880,0
1678-fyzow,1,united states,california,sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,female,no,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.4,244.65,yes,1,97,2448,competitor offered higher download speeds,1484,854,0
8627-ehgip,1,united states,california,sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,male,no,no,no,44,no,no phone service,dsl,no,yes,yes,no,yes,yes,one year,yes,mailed check,53.95,2375.4,yes,1,100,3051,competitor offered more data,1487,34894,0
5480-tbgph,1,united states,california,sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848,female,no,yes,no,24,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.3,2431.35,yes,1,69,4811,competitor offered more data,1489,31373,0
8854-ccvsq,1,united states,california,browns valley,95918,"39.292334, -121.320597",39.292334,-121.320597,male,no,no,no,18,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.65,1451.9,yes,1,95,3788,competitor offered more data,1500,1477,0
0511-jteoy,1,united states,california,canyon dam,95923,"40.171312, -121.120605",40.171312,-121.120605,female,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,71.1,71.1,yes,1,98,5824,competitor made better offer,1504,86,1
7067-ksazt,1,united states,california,chico,95928,"39.681488, -121.83721",39.681488,-121.83721,female,yes,yes,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.25,6979.8,yes,1,69,5965,competitor made better offer,1507,32848,0
6532-ylwsi,1,united states,california,crescent mills,95934,"40.080342, -120.957805",40.080342,-120.957805,female,no,yes,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.8,1021.8,yes,1,78,4166,price too high,1510,178,0
9300-agznl,1,united states,california,elk creek,95939,"39.53222, -122.594879",39.53222,-122.594879,male,yes,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.0,94.0,yes,1,67,4176,product dissatisfaction,1515,587,1
